"Date";"Ethereum Volatility Index"
"2020-06-24 00:00:00";73.68
"2020-06-25 00:00:00";70.91
"2020-06-26 00:00:00";64.8
"2020-06-27 00:00:00";60.71
"2020-06-28 00:00:00";57.39
"2020-06-29 00:00:00";56.49
"2020-06-30 00:00:00";55.44
"2020-07-01 00:00:00";55.31
"2020-07-02 00:00:00";54.82
"2020-07-03 00:00:00";49.87
"2020-07-04 00:00:00";52
"2020-07-05 00:00:00";55.99
"2020-07-06 00:00:00";59.05
"2020-07-07 00:00:00";61.7
"2020-07-08 00:00:00";63.89
"2020-07-09 00:00:00";66.29
"2020-07-10 00:00:00";60.87
"2020-07-11 00:00:00";62.78
"2020-07-12 00:00:00";63.41
"2020-07-13 00:00:00";65.95
"2020-07-14 00:00:00";62.35
"2020-07-15 00:00:00";63.78
"2020-07-16 00:00:00";63.33
"2020-07-17 00:00:00";59.2
"2020-07-18 00:00:00";58.74
"2020-07-19 00:00:00";61.02
"2020-07-20 00:00:00";59.16
"2020-07-21 00:00:00";61.27
"2020-07-22 00:00:00";60.87
"2020-07-23 00:00:00";68.74
"2020-07-24 00:00:00";63.86
"2020-07-25 00:00:00";64.35
"2020-07-26 00:00:00";63.86
"2020-07-27 00:00:00";76.19
"2020-07-28 00:00:00";71.97
"2020-07-29 00:00:00";71.47
"2020-07-30 00:00:00";76.94
"2020-07-31 00:00:00";81.91
"2020-08-01 00:00:00";84.91
"2020-08-02 00:00:00";109.2
"2020-08-03 00:00:00";97.96
"2020-08-04 00:00:00";96.01
"2020-08-05 00:00:00";97.29
"2020-08-06 00:00:00";96.05
"2020-08-07 00:00:00";95.9
"2020-08-08 00:00:00";93.13
"2020-08-09 00:00:00";90.37
"2020-08-10 00:00:00";91.7
"2020-08-11 00:00:00";91.83
"2020-08-12 00:00:00";87.62
"2020-08-13 00:00:00";84.81
"2020-08-14 00:00:00";109.82
"2020-08-15 00:00:00";108.14
"2020-08-16 00:00:00";112.51
"2020-08-17 00:00:00";113.02
"2020-08-18 00:00:00";111.37
"2020-08-19 00:00:00";102.34
"2020-08-20 00:00:00";96.03
"2020-08-21 00:00:00";95.16
"2020-08-22 00:00:00";104.66
"2020-08-23 00:00:00";102.8
"2020-08-24 00:00:00";96.01
"2020-08-25 00:00:00";96.61
"2020-08-26 00:00:00";94.68
"2020-08-27 00:00:00";90.72
"2020-08-28 00:00:00";86.79
"2020-08-29 00:00:00";84.19
"2020-08-30 00:00:00";78.68
"2020-08-31 00:00:00";83.22
"2020-09-01 00:00:00";97.83
"2020-09-02 00:00:00";85.82
"2020-09-03 00:00:00";89.72
"2020-09-04 00:00:00";90.01
"2020-09-05 00:00:00";101.62
"2020-09-06 00:00:00";106.03
"2020-09-07 00:00:00";108.39
"2020-09-08 00:00:00";114.13
"2020-09-09 00:00:00";110.18
"2020-09-10 00:00:00";103.8
"2020-09-11 00:00:00";101.73
"2020-09-12 00:00:00";87.92
"2020-09-13 00:00:00";90.49
"2020-09-14 00:00:00";86.75
"2020-09-15 00:00:00";89.16
"2020-09-16 00:00:00";85.86
"2020-09-17 00:00:00";82.22
"2020-09-18 00:00:00";74.33
"2020-09-19 00:00:00";72.55
"2020-09-20 00:00:00";69.71
"2020-09-21 00:00:00";81.46
"2020-09-22 00:00:00";80.86
"2020-09-23 00:00:00";74.93
"2020-09-24 00:00:00";81.8
"2020-09-25 00:00:00";65.44
"2020-09-26 00:00:00";66.87
"2020-09-27 00:00:00";67.78
"2020-09-28 00:00:00";68.13
"2020-09-29 00:00:00";66.01
"2020-09-30 00:00:00";65.84
"2020-10-01 00:00:00";70.88
"2020-10-02 00:00:00";69.48
"2020-10-03 00:00:00";67.68
"2020-10-04 00:00:00";68.43
"2020-10-05 00:00:00";72.12
"2020-10-06 00:00:00";70.77
"2020-10-07 00:00:00";72.7
"2020-10-08 00:00:00";72.09
"2020-10-09 00:00:00";70.22
"2020-10-10 00:00:00";71.27
"2020-10-11 00:00:00";71.46
"2020-10-12 00:00:00";72.41
"2020-10-13 00:00:00";79.16
"2020-10-14 00:00:00";76.83
"2020-10-15 00:00:00";74.52
"2020-10-16 00:00:00";72.93
"2020-10-17 00:00:00";67.64
"2020-10-18 00:00:00";65.71
"2020-10-19 00:00:00";66.26
"2020-10-20 00:00:00";66.9
"2020-10-21 00:00:00";76.75
"2020-10-22 00:00:00";79.84
"2020-10-23 00:00:00";76.46
"2020-10-24 00:00:00";74.08
"2020-10-25 00:00:00";73.57
"2020-10-26 00:00:00";67.47
"2020-10-27 00:00:00";71.9
"2020-10-28 00:00:00";74.25
"2020-10-29 00:00:00";71.75
"2020-10-30 00:00:00";67.38
"2020-10-31 00:00:00";70.23
"2020-11-01 00:00:00";72.03
"2020-11-02 00:00:00";73.93
"2020-11-03 00:00:00";73.66
"2020-11-04 00:00:00";70.7
"2020-11-05 00:00:00";77.74
"2020-11-06 00:00:00";85.43
"2020-11-07 00:00:00";86.39
"2020-11-08 00:00:00";86.16
"2020-11-09 00:00:00";82.75
"2020-11-10 00:00:00";78.48
"2020-11-11 00:00:00";79.78
"2020-11-12 00:00:00";77.52
"2020-11-13 00:00:00";78.98
"2020-11-14 00:00:00";81.55
"2020-11-15 00:00:00";79.1
"2020-11-16 00:00:00";78.09
"2020-11-17 00:00:00";82.75
"2020-11-18 00:00:00";89.25
"2020-11-19 00:00:00";85.35
"2020-11-20 00:00:00";95.99
"2020-11-21 00:00:00";103.16
"2020-11-22 00:00:00";109.78
"2020-11-23 00:00:00";120.69
"2020-11-24 00:00:00";118.7
"2020-11-25 00:00:00";114.48
"2020-11-26 00:00:00";101.46
"2020-11-27 00:00:00";103.29
"2020-11-28 00:00:00";99.19
"2020-11-29 00:00:00";95.87
"2020-11-30 00:00:00";110.86
"2020-12-01 00:00:00";107.78
"2020-12-02 00:00:00";105.16
"2020-12-03 00:00:00";101.81
"2020-12-04 00:00:00";100.38
"2020-12-05 00:00:00";99.67
"2020-12-06 00:00:00";98.08
"2020-12-07 00:00:00";95.82
"2020-12-08 00:00:00";93.44
"2020-12-09 00:00:00";92.85
"2020-12-10 00:00:00";90.83
"2020-12-11 00:00:00";93.3
"2020-12-12 00:00:00";89.55
"2020-12-13 00:00:00";95
"2020-12-14 00:00:00";92.1
"2020-12-15 00:00:00";88.44
"2020-12-16 00:00:00";93.59
"2020-12-17 00:00:00";111.66
"2020-12-18 00:00:00";101.31
"2020-12-19 00:00:00";100.8
"2020-12-20 00:00:00";100.35
"2020-12-21 00:00:00";99.22
"2020-12-22 00:00:00";100.89
"2020-12-23 00:00:00";102.2
"2020-12-24 00:00:00";100.26
"2020-12-25 00:00:00";96.48
"2020-12-26 00:00:00";98.58
"2020-12-27 00:00:00";105.24
"2020-12-28 00:00:00";107.56
"2020-12-29 00:00:00";107.19
"2020-12-30 00:00:00";105.66
"2020-12-31 00:00:00";109.93
"2021-01-01 00:00:00";104.22
"2021-01-02 00:00:00";107.25
"2021-01-03 00:00:00";116.27
"2021-01-04 00:00:00";152.91
"2021-01-05 00:00:00";152.36
"2021-01-06 00:00:00";175.89
"2021-01-07 00:00:00";188.08
"2021-01-08 00:00:00";186.33
"2021-01-09 00:00:00";182.39
"2021-01-10 00:00:00";193.2
"2021-01-11 00:00:00";183.99
"2021-01-12 00:00:00";201.19
"2021-01-13 00:00:00";181.44
"2021-01-14 00:00:00";193.75
"2021-01-15 00:00:00";203.57
"2021-01-16 00:00:00";203.34
"2021-01-17 00:00:00";195.14
"2021-01-18 00:00:00";190.68
"2021-01-19 00:00:00";201.14
"2021-01-20 00:00:00";196.14
"2021-01-21 00:00:00";170.24
"2021-01-22 00:00:00";168.11
"2021-01-23 00:00:00";169.86
"2021-01-24 00:00:00";172.73
"2021-01-25 00:00:00";179.32
"2021-01-26 00:00:00";168.16
"2021-01-27 00:00:00";173.86
"2021-01-28 00:00:00";175.36
"2021-01-29 00:00:00";185.61
"2021-01-30 00:00:00";160.57
"2021-01-31 00:00:00";160.51
"2021-02-01 00:00:00";158.03
"2021-02-02 00:00:00";175.7
"2021-02-03 00:00:00";168.15
"2021-02-04 00:00:00";165.81
"2021-02-05 00:00:00";155.06
"2021-02-06 00:00:00";145.45
"2021-02-07 00:00:00";149.75
"2021-02-08 00:00:00";145.72
"2021-02-09 00:00:00";145.13
"2021-02-10 00:00:00";143.48
"2021-02-11 00:00:00";144.38
"2021-02-12 00:00:00";142.2
"2021-02-13 00:00:00";136.11
"2021-02-14 00:00:00";136.11
"2021-02-15 00:00:00";136.14
"2021-02-16 00:00:00";140.01
"2021-02-17 00:00:00";133.26
"2021-02-18 00:00:00";139.19
"2021-02-19 00:00:00";134.51
"2021-02-20 00:00:00";138.32
"2021-02-21 00:00:00";137.43
"2021-02-22 00:00:00";142.84
"2021-02-23 00:00:00";161.49
"2021-02-24 00:00:00";149.59
"2021-02-25 00:00:00";144.83
"2021-02-26 00:00:00";137.85
"2021-02-27 00:00:00";137.6
"2021-02-28 00:00:00";145.24
"2021-03-01 00:00:00";138.95
"2021-03-02 00:00:00";137.37
"2021-03-03 00:00:00";129.97
"2021-03-04 00:00:00";132.17
"2021-03-05 00:00:00";130.28
"2021-03-06 00:00:00";123.5
"2021-03-07 00:00:00";126.03
"2021-03-08 00:00:00";122.15
"2021-03-09 00:00:00";122.7
"2021-03-10 00:00:00";123.66
"2021-03-11 00:00:00";124.94
"2021-03-12 00:00:00";121.12
"2021-03-13 00:00:00";120.68
"2021-03-14 00:00:00";123.52
"2021-03-15 00:00:00";124.67
"2021-03-16 00:00:00";122.88
"2021-03-17 00:00:00";121.3
"2021-03-18 00:00:00";116.71
"2021-03-19 00:00:00";112.45
"2021-03-20 00:00:00";109.92
"2021-03-21 00:00:00";107.2
"2021-03-22 00:00:00";102.66
"2021-03-23 00:00:00";96
"2021-03-24 00:00:00";96.58
"2021-03-25 00:00:00";107.93
"2021-03-26 00:00:00";86.87
"2021-03-27 00:00:00";88.97
"2021-03-28 00:00:00";86.72
"2021-03-29 00:00:00";92.71
"2021-03-30 00:00:00";97.52
"2021-03-31 00:00:00";96.22
"2021-04-01 00:00:00";93.8
"2021-04-02 00:00:00";97.31
"2021-04-03 00:00:00";100.07
"2021-04-04 00:00:00";98.49
"2021-04-05 00:00:00";96.51
"2021-04-06 00:00:00";97.03
"2021-04-07 00:00:00";95.56
"2021-04-08 00:00:00";92.01
"2021-04-09 00:00:00";89.81
"2021-04-10 00:00:00";95.96
"2021-04-11 00:00:00";97.49
"2021-04-12 00:00:00";101.77
"2021-04-13 00:00:00";105.78
"2021-04-14 00:00:00";98.21
"2021-04-15 00:00:00";94.11
"2021-04-16 00:00:00";90.46
"2021-04-17 00:00:00";84.42
"2021-04-18 00:00:00";102.93
"2021-04-19 00:00:00";99.22
"2021-04-20 00:00:00";96.65
"2021-04-21 00:00:00";94.14
"2021-04-22 00:00:00";87.29
"2021-04-23 00:00:00";100.83
"2021-04-24 00:00:00";101.72
"2021-04-25 00:00:00";102.16
"2021-04-26 00:00:00";91.13
"2021-04-27 00:00:00";93.4
"2021-04-28 00:00:00";90.06
"2021-04-29 00:00:00";92.13
"2021-04-30 00:00:00";95.89
"2021-05-01 00:00:00";92.39
"2021-05-02 00:00:00";98.41
"2021-05-03 00:00:00";106.08
"2021-05-04 00:00:00";122.88
"2021-05-05 00:00:00";117.89
"2021-05-06 00:00:00";119.91
"2021-05-07 00:00:00";113.9
"2021-05-08 00:00:00";121.78
"2021-05-09 00:00:00";119.73
"2021-05-10 00:00:00";122.93
"2021-05-11 00:00:00";128.78
"2021-05-12 00:00:00";127.09
"2021-05-13 00:00:00";126.9
"2021-05-14 00:00:00";123.13
"2021-05-15 00:00:00";129.13
"2021-05-16 00:00:00";127.42
"2021-05-17 00:00:00";134.84
"2021-05-18 00:00:00";129.33
"2021-05-19 00:00:00";217.99
"2021-05-20 00:00:00";178.2
"2021-05-21 00:00:00";173.82
"2021-05-22 00:00:00";186.34
"2021-05-23 00:00:00";207.55
"2021-05-24 00:00:00";164.63
"2021-05-25 00:00:00";162.98
"2021-05-26 00:00:00";160.24
"2021-05-27 00:00:00";150.18
"2021-05-28 00:00:00";154.49
"2021-05-29 00:00:00";162.44
"2021-05-30 00:00:00";155.38
"2021-05-31 00:00:00";143.51
"2021-06-01 00:00:00";149.54
"2021-06-02 00:00:00";146.31
"2021-06-03 00:00:00";139.68
"2021-06-04 00:00:00";140.27
"2021-06-05 00:00:00";141.59
"2021-06-06 00:00:00";138.27
"2021-06-07 00:00:00";132.52
"2021-06-08 00:00:00";145.06
"2021-06-09 00:00:00";136.84
"2021-06-10 00:00:00";130
"2021-06-11 00:00:00";126.34
"2021-06-12 00:00:00";123.91
"2021-06-13 00:00:00";122.89
"2021-06-14 00:00:00";121.56
"2021-06-15 00:00:00";111.55
"2021-06-16 00:00:00";112.23
"2021-06-17 00:00:00";109.87
"2021-06-18 00:00:00";113.17
"2021-06-19 00:00:00";103.57
"2021-06-20 00:00:00";109.74
"2021-06-21 00:00:00";123.03
"2021-06-22 00:00:00";130.47
"2021-06-23 00:00:00";121.02
"2021-06-24 00:00:00";117.75
"2021-06-25 00:00:00";116.77
"2021-06-26 00:00:00";121.44
"2021-06-27 00:00:00";117.13
"2021-06-28 00:00:00";116.7
"2021-06-29 00:00:00";111.7
"2021-06-30 00:00:00";115.74
"2021-07-01 00:00:00";116.93
"2021-07-02 00:00:00";108.97
"2021-07-03 00:00:00";107.09
"2021-07-04 00:00:00";103.48
"2021-07-05 00:00:00";102.8
"2021-07-06 00:00:00";106.02
"2021-07-07 00:00:00";106.84
"2021-07-08 00:00:00";108.8
"2021-07-09 00:00:00";104.61
"2021-07-10 00:00:00";105.01
"2021-07-11 00:00:00";104.79
"2021-07-12 00:00:00";104.33
"2021-07-13 00:00:00";103.4
"2021-07-14 00:00:00";103.47
"2021-07-15 00:00:00";105.22
"2021-07-16 00:00:00";101.79
"2021-07-17 00:00:00";102.63
"2021-07-18 00:00:00";103.65
"2021-07-19 00:00:00";106.98
"2021-07-20 00:00:00";111.35
"2021-07-21 00:00:00";110.22
"2021-07-22 00:00:00";108.51
"2021-07-23 00:00:00";101.99
"2021-07-24 00:00:00";104.19
"2021-07-25 00:00:00";105.08
"2021-07-26 00:00:00";107.79
"2021-07-27 00:00:00";109.11
"2021-07-28 00:00:00";112.68
"2021-07-29 00:00:00";113.34
"2021-07-30 00:00:00";103.3
"2021-07-31 00:00:00";105.27
"2021-08-01 00:00:00";109.23
"2021-08-02 00:00:00";110.19
"2021-08-03 00:00:00";111.79
"2021-08-04 00:00:00";115.84
"2021-08-05 00:00:00";121.08
"2021-08-06 00:00:00";116.95
"2021-08-07 00:00:00";122.22
"2021-08-08 00:00:00";122.59
"2021-08-09 00:00:00";132.38
"2021-08-10 00:00:00";134
"2021-08-11 00:00:00";133
"2021-08-12 00:00:00";125.73
"2021-08-13 00:00:00";123.78
"2021-08-14 00:00:00";121.73
"2021-08-15 00:00:00";120.14
"2021-08-16 00:00:00";120.53
"2021-08-17 00:00:00";118.48
"2021-08-18 00:00:00";118.68
"2021-08-19 00:00:00";116.69
"2021-08-20 00:00:00";118.3
"2021-08-21 00:00:00";113.85
"2021-08-22 00:00:00";109.93
"2021-08-23 00:00:00";112.66
"2021-08-24 00:00:00";111.65
"2021-08-25 00:00:00";107.3
"2021-08-26 00:00:00";107.2
"2021-08-27 00:00:00";103.71
"2021-08-28 00:00:00";101.09
"2021-08-29 00:00:00";101.15
"2021-08-30 00:00:00";102.12
"2021-08-31 00:00:00";109.06
"2021-09-01 00:00:00";113.7
"2021-09-02 00:00:00";115.19
"2021-09-03 00:00:00";110.88
"2021-09-04 00:00:00";108.18
"2021-09-05 00:00:00";109.24
"2021-09-06 00:00:00";107.46
"2021-09-07 00:00:00";111.4
"2021-09-08 00:00:00";110.16
"2021-09-09 00:00:00";109.12
"2021-09-10 00:00:00";106.52
"2021-09-11 00:00:00";106.59
"2021-09-12 00:00:00";105.51
"2021-09-13 00:00:00";108.4
"2021-09-14 00:00:00";106.33
"2021-09-15 00:00:00";105.19
"2021-09-16 00:00:00";101.38
"2021-09-17 00:00:00";98.6
"2021-09-18 00:00:00";98.26
"2021-09-19 00:00:00";96.53
"2021-09-20 00:00:00";102.33
"2021-09-21 00:00:00";106.51
"2021-09-22 00:00:00";102.68
"2021-09-23 00:00:00";95.2
"2021-09-24 00:00:00";99.94
"2021-09-25 00:00:00";96.48
"2021-09-26 00:00:00";95.65
"2021-09-27 00:00:00";101.32
"2021-09-28 00:00:00";107.05
"2021-09-29 00:00:00";104.01
"2021-09-30 00:00:00";101
"2021-10-01 00:00:00";96.69
"2021-10-02 00:00:00";93.53
"2021-10-03 00:00:00";95.81
"2021-10-04 00:00:00";98.73
"2021-10-05 00:00:00";101.42
"2021-10-06 00:00:00";104.23
"2021-10-07 00:00:00";102.44
"2021-10-08 00:00:00";100.87
"2021-10-09 00:00:00";99.49
"2021-10-10 00:00:00";99.25
"2021-10-11 00:00:00";99.7
"2021-10-12 00:00:00";101.13
"2021-10-13 00:00:00";100.4
"2021-10-14 00:00:00";102.73
"2021-10-15 00:00:00";106.22
"2021-10-16 00:00:00";95.33
"2021-10-17 00:00:00";99.77
"2021-10-18 00:00:00";104.92
"2021-10-19 00:00:00";107.98
"2021-10-20 00:00:00";117.36
"2021-10-21 00:00:00";118.87
"2021-10-22 00:00:00";110.77
"2021-10-23 00:00:00";109.42
"2021-10-24 00:00:00";107.67
"2021-10-25 00:00:00";108.85
"2021-10-26 00:00:00";104.89
"2021-10-27 00:00:00";111.76
"2021-10-28 00:00:00";111.4
"2021-10-29 00:00:00";111.71
"2021-10-30 00:00:00";110.09
"2021-10-31 00:00:00";112.77
"2021-11-01 00:00:00";113.01
"2021-11-02 00:00:00";114.85
"2021-11-03 00:00:00";114.15
"2021-11-04 00:00:00";111.08
"2021-11-05 00:00:00";107.32
"2021-11-06 00:00:00";106.85
"2021-11-07 00:00:00";107.88
"2021-11-08 00:00:00";109.53
"2021-11-09 00:00:00";108
"2021-11-10 00:00:00";107.34
"2021-11-11 00:00:00";108.96
"2021-11-12 00:00:00";110.33
"2021-11-13 00:00:00";108.99
"2021-11-14 00:00:00";107.2
"2021-11-15 00:00:00";105.31
"2021-11-16 00:00:00";111.8
"2021-11-17 00:00:00";112.92
"2021-11-18 00:00:00";121.21
"2021-11-19 00:00:00";116.07
"2021-11-20 00:00:00";115.9
"2021-11-21 00:00:00";114.36
"2021-11-22 00:00:00";114.8
"2021-11-23 00:00:00";113.83
"2021-11-24 00:00:00";110.13
"2021-11-25 00:00:00";106.83
"2021-11-26 00:00:00";109.58
"2021-11-27 00:00:00";106.97
"2021-11-28 00:00:00";107.86
"2021-11-29 00:00:00";106.93
"2021-11-30 00:00:00";114.05
"2021-12-01 00:00:00";108.93
"2021-12-02 00:00:00";110.55
"2021-12-03 00:00:00";106.22
"2021-12-04 00:00:00";109.55
"2021-12-05 00:00:00";112.91
"2021-12-06 00:00:00";110.23
"2021-12-07 00:00:00";109.11
"2021-12-08 00:00:00";109.89
"2021-12-09 00:00:00";112.86
"2021-12-10 00:00:00";110.99
"2021-12-11 00:00:00";111.23
"2021-12-12 00:00:00";113.63
"2021-12-13 00:00:00";113.07
"2021-12-14 00:00:00";112.02
"2021-12-15 00:00:00";111.97
"2021-12-16 00:00:00";104.05
"2021-12-17 00:00:00";104.59
"2021-12-18 00:00:00";101.84
"2021-12-19 00:00:00";102.93
"2021-12-20 00:00:00";105.41
"2021-12-21 00:00:00";102.23
"2021-12-22 00:00:00";103.49
"2021-12-23 00:00:00";98.6
"2021-12-24 00:00:00";93.61
"2021-12-25 00:00:00";93.42
"2021-12-26 00:00:00";90.87
"2021-12-27 00:00:00";90.23
"2021-12-28 00:00:00";89.23
"2021-12-29 00:00:00";90.57
"2021-12-30 00:00:00";91.95
"2021-12-31 00:00:00";85.94
"2022-01-01 00:00:00";82.62
"2022-01-02 00:00:00";82.67
"2022-01-03 00:00:00";82.89
"2022-01-04 00:00:00";79.05
"2022-01-05 00:00:00";81.91
"2022-01-06 00:00:00";86.22
"2022-01-07 00:00:00";86.23
"2022-01-08 00:00:00";82.02
"2022-01-09 00:00:00";82.9
"2022-01-10 00:00:00";85.16
"2022-01-11 00:00:00";87.73
"2022-01-12 00:00:00";82.98
"2022-01-13 00:00:00";79.13
"2022-01-14 00:00:00";74.42
"2022-01-15 00:00:00";71.7
"2022-01-16 00:00:00";73
"2022-01-17 00:00:00";74.28
"2022-01-18 00:00:00";75.79
"2022-01-19 00:00:00";74.75
"2022-01-20 00:00:00";70.29
"2022-01-21 00:00:00";80.35
"2022-01-22 00:00:00";92.09
"2022-01-23 00:00:00";92.83
"2022-01-24 00:00:00";98.72
"2022-01-25 00:00:00";94.78
"2022-01-26 00:00:00";92.13
"2022-01-27 00:00:00";90.82
"2022-01-28 00:00:00";84.73
"2022-01-29 00:00:00";85.18
"2022-01-30 00:00:00";83.31
"2022-01-31 00:00:00";82.49
"2022-02-01 00:00:00";82.86
"2022-02-02 00:00:00";85.84
"2022-02-03 00:00:00";83.36
"2022-02-04 00:00:00";81.89
"2022-02-05 00:00:00";81.02
"2022-02-06 00:00:00";79.3
"2022-02-07 00:00:00";80.1
"2022-02-08 00:00:00";80.4
"2022-02-09 00:00:00";78.99
"2022-02-10 00:00:00";79.93
"2022-02-11 00:00:00";77.37
"2022-02-12 00:00:00";82.5
"2022-02-13 00:00:00";79.34
"2022-02-14 00:00:00";78.01
"2022-02-15 00:00:00";77.81
"2022-02-16 00:00:00";76.77
"2022-02-17 00:00:00";79.08
"2022-02-18 00:00:00";80.26
"2022-02-19 00:00:00";78.05
"2022-02-20 00:00:00";83.81
"2022-02-21 00:00:00";85.41
"2022-02-22 00:00:00";88.12
"2022-02-23 00:00:00";83.31
"2022-02-24 00:00:00";95.88
"2022-02-25 00:00:00";84.12
"2022-02-26 00:00:00";81.54
"2022-02-27 00:00:00";86.74
"2022-02-28 00:00:00";88.76
"2022-03-01 00:00:00";85.96
"2022-03-02 00:00:00";83.83
"2022-03-03 00:00:00";84.09
"2022-03-04 00:00:00";85.76
"2022-03-05 00:00:00";84.86
"2022-03-06 00:00:00";84.69
"2022-03-07 00:00:00";86.31
"2022-03-08 00:00:00";91.02
"2022-03-09 00:00:00";88.24
"2022-03-10 00:00:00";90.24
"2022-03-11 00:00:00";87.58
"2022-03-12 00:00:00";88.78
"2022-03-13 00:00:00";88.83
"2022-03-14 00:00:00";89.82
"2022-03-15 00:00:00";91.92
"2022-03-16 00:00:00";89.11
"2022-03-17 00:00:00";83.84
"2022-03-18 00:00:00";79.46
"2022-03-19 00:00:00";79.18
"2022-03-20 00:00:00";83.45
"2022-03-21 00:00:00";81.98
"2022-03-22 00:00:00";81.2
"2022-03-23 00:00:00";79.14
"2022-03-24 00:00:00";76.4
"2022-03-25 00:00:00";71.22
"2022-03-26 00:00:00";69.8
"2022-03-27 00:00:00";71.25
"2022-03-28 00:00:00";71.66
"2022-03-29 00:00:00";71.61
"2022-03-30 00:00:00";70.63
"2022-03-31 00:00:00";73.39
"2022-04-01 00:00:00";70.54
"2022-04-02 00:00:00";69.24
"2022-04-03 00:00:00";69.1
"2022-04-04 00:00:00";70.26
"2022-04-05 00:00:00";70.47
"2022-04-06 00:00:00";74.43
"2022-04-07 00:00:00";73.68
"2022-04-08 00:00:00";69.96
"2022-04-09 00:00:00";67.69
"2022-04-10 00:00:00";65.51
"2022-04-11 00:00:00";72.87
"2022-04-12 00:00:00";70.14
"2022-04-13 00:00:00";71.02
"2022-04-14 00:00:00";68.82
"2022-04-15 00:00:00";67.77
"2022-04-16 00:00:00";66.2
"2022-04-17 00:00:00";64.7
"2022-04-18 00:00:00";68.06
"2022-04-19 00:00:00";66.08
"2022-04-20 00:00:00";67.15
"2022-04-21 00:00:00";66.96
"2022-04-22 00:00:00";66.54
"2022-04-23 00:00:00";65.92
"2022-04-24 00:00:00";66.16
"2022-04-25 00:00:00";70.5
"2022-04-26 00:00:00";71.27
"2022-04-27 00:00:00";71.52
"2022-04-28 00:00:00";70.67
"2022-04-29 00:00:00";67.34
"2022-04-30 00:00:00";66.23
"2022-05-01 00:00:00";67.07
"2022-05-02 00:00:00";69.18
"2022-05-03 00:00:00";70.59
"2022-05-04 00:00:00";71.34
"2022-05-05 00:00:00";72.45
"2022-05-06 00:00:00";69.8
"2022-05-07 00:00:00";67.93
"2022-05-08 00:00:00";73.01
"2022-05-09 00:00:00";82.85
"2022-05-10 00:00:00";81.75
"2022-05-11 00:00:00";96.28
"2022-05-12 00:00:00";118.93
"2022-05-13 00:00:00";95.98
"2022-05-14 00:00:00";100.22
"2022-05-15 00:00:00";97.45
"2022-05-16 00:00:00";100.35
"2022-05-17 00:00:00";92.76
"2022-05-18 00:00:00";97.13
"2022-05-19 00:00:00";94.77
"2022-05-20 00:00:00";94.42
"2022-05-21 00:00:00";89.01
"2022-05-22 00:00:00";92.08
"2022-05-23 00:00:00";88.71
"2022-05-24 00:00:00";90.25
"2022-05-25 00:00:00";88.62
"2022-05-26 00:00:00";90.84
"2022-05-27 00:00:00";91.92
"2022-05-28 00:00:00";91.3
"2022-05-29 00:00:00";91.73
"2022-05-30 00:00:00";85.23
"2022-05-31 00:00:00";84.19
"2022-06-01 00:00:00";86.93
"2022-06-02 00:00:00";85.67
"2022-06-03 00:00:00";85.69
"2022-06-04 00:00:00";84.5
"2022-06-05 00:00:00";84.97
"2022-06-06 00:00:00";81.38
"2022-06-07 00:00:00";84.97
"2022-06-08 00:00:00";86.83
"2022-06-09 00:00:00";84.56
"2022-06-10 00:00:00";90.97
